League;country;qtd_jogos;qtd_stats_true;media_goals_total_ft;cv_goals_total;conv_rate;goal_asymmetry;open_game_index;media_goals_home_ft;media_goals_away_ft;home_bias;freq_btts;freq_no_goal;qtd_zebra_away;freq_zebra_away_score;qtd_zebra_home;freq_zebra_home_score;zebra_index
Australia SA Premier League Women Reserves;Australia;71,0;71,0;4,56;0,57;0,21;0,03;1,97;2,3;2,27;0,5;0,66;0,34;13,0;0,69;14,0;0,79;0,74
South Africa Cup;South Africa;71,0;71,0;2,41;0,71;0,13;0,24;0,69;1,32;1,08;0,55;0,51;0,49;20,0;0,4;10,0;0,6;0,5
Cyprus Cup;Cyprus;71,0;71,0;3,25;0,61;0,15;0,18;1,28;1,72;1,54;0,53;0,55;0,45;27,0;0,63;14,0;0,36;0,49
Republic of Ireland Munster Senior League;Ireland;70,0;70,0;2,9;0,62;0,13;0,1;1,11;1,5;1,4;0,52;0,56;0,44;5,0;0,4;3,0;0,0;0,2
Ukraine Druha Liga;Ukraine;70,0;70,0;2,77;0,56;0,15;0,11;1,21;1,33;1,44;0,48;0,5;0,5;6,0;0,5;5,0;0,8;0,65
Switzerland Cup;Switzerland;70,0;70,0;3,06;0,62;0,14;1,17;1,17;0,94;2,11;0,31;0,5;0,5;1,0;1,0;38,0;0,58;0,79
Brazil Copa Gaucho;Brazil;70,0;70,0;2,67;0,66;0,14;0,84;0,9;1,76;0,91;0,66;0,44;0,56;10,0;0,3;2,0;0,5;0,4
Jordan Reserve League;Jordan;70,0;70,0;3,33;0,56;0,16;0,1;1,47;1,61;1,71;0,48;0,63;0,37;10,0;0,4;11,0;0,64;0,52
Rwanda Womens League;Rwanda;69,0;68,0;2,62;0,67;0,17;0,07;0,87;1,35;1,28;0,51;0,43;0,57;9,0;0,33;11,0;0,45;0,39
New Zealand Southern League;New Zealand;69,0;69,0;4,14;0,53;0,21;0,49;1,97;2,32;1,83;0,56;0,58;0,42;24,0;0,5;10,0;0,9;0,7
Tunisia Cup;Tunisia;69,0;68,0;2,39;0,81;0,13;0,28;0,46;1,33;1,06;0,56;0,45;0,55;19,0;0,53;10,0;0,5;0,51
Seychelles Premier League;Seychelles;69,0;68,0;3,1;0,57;0,16;0,14;1,33;1,48;1,62;0,48;0,57;0,43;14,0;0,57;3,0;0,67;0,62
India Super League;India;69,0;69,0;2,45;0,63;0,12;0,39;0,9;1,42;1,03;0,58;0,52;0,48;20,0;0,5;4,0;0,5;0,5
Italy Serie B Women;Italy;69,0;69,0;3,06;0,54;0,13;0,04;1,4;1,51;1,55;0,49;0,65;0,35;14,0;0,71;5,0;0,6;0,66
UEFA Women's Nations League;International (Europe);69,0;69,0;2,96;0,66;0,14;0,38;1,01;1,67;1,29;0,56;0,38;0,62;21,0;0,19;14,0;0,57;0,38
Brazil Campeonato Catarinense;Brazil;69,0;69,0;2,38;0,69;0,11;0,46;0,74;1,42;0,96;0,6;0,45;0,55;16,0;0,5;2,0;1,0;0,75
Brazil Paulista Serie B;Brazil;69,0;69,0;2,61;0,56;0,12;0,23;1,14;1,42;1,19;0,54;0,51;0,49;6,0;0,5;1,0;0,0;0,25
Mexico Copa Conecta;Mexico;68,0;68,0;2,59;0,65;0,12;0,0;0,9;1,29;1,29;0,5;0,51;0,49;1,0;1,0;7,0;0,43;0,71
Ivory Coast Ligue 2;Ivory Coast;68,0;67,0;1,63;0,81;0,08;0,04;0,32;0,84;0,79;0,51;0,34;0,66;4,0;0,75;0,0;0,0;0,38
Azerbaijan Cup;Azerbaijan;67,0;67,0;2,79;0,66;0,15;0,19;0,94;1,49;1,3;0,53;0,48;0,52;20,0;0,65;13,0;0,62;0,63
Republic of Ireland FAI Cup;Ireland;67,0;67,0;3,39;0,62;0,17;0,76;1,28;2,07;1,31;0,61;0,39;0,61;25,0;0,32;12,0;0,42;0,37
Austria League 1 Women;Austria;67,0;67,0;3,61;0,69;0,16;0,12;1,11;1,75;1,87;0,48;0,46;0,54;24,0;0,62;14,0;0,43;0,53
Liberia First Division;Liberia;67,0;67,0;2,73;0,73;0,14;0,19;0,73;1,46;1,27;0,54;0,55;0,45;9,0;0,67;4,0;1,0;0,83
Brazil Campeonato Goiano;Brazil;67,0;67,0;2,51;0,61;0,11;0,45;0,99;1,48;1,03;0,59;0,48;0,52;11,0;0,45;2,0;0,5;0,48
Iceland U19 League;Iceland;66,0;65,0;4,92;0,49;0,17;0,89;2,51;2,91;2,02;0,59;0,77;0,23;4,0;0,5;5,0;1,0;0,75
Aruba Division Di Honor;Aruba;66,0;66,0;4,29;0,53;0,25;0,2;2,02;2,24;2,05;0,52;0,82;0,18;16,0;1,0;3,0;1,0;1,0
Liberia Second Division;Liberia;66,0;66,0;3,17;0,51;0,17;0,35;1,55;1,76;1,41;0,56;0,64;0,36;6,0;0,83;0,0;0,0;0,42
Iceland 1 Deild Women;Iceland;66,0;66,0;4,06;0,58;0,16;0,03;1,69;2,02;2,05;0,5;0,62;0,38;9,0;0,56;9,0;0,44;0,5
India Super Cup;India;66,0;66,0;2,74;0,56;0,14;0,53;1,22;1,64;1,11;0,6;0,45;0,55;15,0;0,53;8,0;0,5;0,52
Ecuador Cup;Ecuador;66,0;65,0;2,23;0,76;0,11;0,23;0,53;1,0;1,23;0,45;0,45;0,55;7,0;0,57;13,0;0,46;0,52
Ivory Coast Premier Division;Ivory Coast;66,0;66,0;1,97;0,75;0,11;0,15;0,49;0,91;1,06;0,46;0,33;0,67;5,0;0,6;2,0;0,0;0,3
Sweden Cup Women;Sweden;66,0;66,0;3,36;0,66;0,15;0,27;1,14;1,82;1,55;0,54;0,47;0,53;29,0;0,52;13,0;0,38;0,45
Australia Cup;Australia;65,0;65,0;3,35;0,59;0,17;0,46;1,39;1,45;1,91;0,43;0,51;0,49;6,0;0,67;23,0;0,43;0,55
Barbados Premier League;Barbados;65,0;64,0;3,06;0,63;0,65;0,32;1,13;1,69;1,37;0,55;0,6;0,4;14,0;0,71;8,0;0,75;0,73
Singapore Premier League 2;Singapore;65,0;65,0;3,71;0,56;0,14;0,05;1,63;1,83;1,88;0,49;0,63;0,37;11,0;0,73;7,0;0,71;0,72
Japan League Cup Women;Japan;65,0;65,0;2,49;0,67;0,12;0,06;0,82;1,22;1,28;0,49;0,54;0,46;12,0;0,83;4,0;1,0;0,92
Spain Segunda Division RFEF Play-Offs;Spain;65,0;65,0;2,03;0,78;0,11;0,34;0,45;1,18;0,85;0,58;0,4;0,6;7,0;0,57;0,0;0,0;0,29
Iceland 4 Deild;Iceland;65,0;65,0;4,29;0,51;0,17;0,08;2,11;2,18;2,11;0,51;0,78;0,22;4,0;1,0;3,0;0,67;0,83
FIFA Club World Cup;International (World);65,0;65,0;3,02;0,72;0,12;0,65;0,83;1,83;1,18;0,61;0,46;0,54;23,0;0,52;9,0;0,44;0,48
Copa Libertadores U20;International (South America);65,0;64,0;2,94;0,64;0,16;0,02;1,04;1,48;1,46;0,5;0,52;0,48;18,0;0,56;6,0;0,33;0,44
France Cup Women;France;64,0;64,0;3,45;0,57;0,17;0,33;1,49;1,56;1,89;0,45;0,44;0,56;18,0;0,17;23,0;0,48;0,32
Philippines PFL;Philippines;64,0;64,0;3,73;0,68;0,16;0,17;1,19;1,78;1,95;0,48;0,48;0,52;19,0;0,63;12,0;0,33;0,48
Namibia Premier League;Namibia;64,0;59,0;2,27;0,83;0,13;0,17;0,39;1,22;1,05;0,54;0,42;0,58;5,0;0,4;2,0;0,5;0,45
Nigeria National League;Nigeria;64,0;64,0;2,17;0,62;0,12;0,64;0,83;1,41;0,77;0,65;0,44;0,56;20,0;0,45;0,0;0,0;0,22
Uganda Division 2;Uganda;64,0;64,0;2,28;0,82;0,09;0,44;0,42;1,36;0,92;0,6;0,47;0,53;9,0;0,67;1,0;1,0;0,83
Australia Tasmania Super League Women;Australia;64,0;64,0;4,7;0,5;0,23;0,11;2,33;2,41;2,3;0,51;0,59;0,41;16,0;0,44;17,0;0,71;0,57
Brazil Campeonato Gaucho;Brazil;63,0;63,0;2,32;0,6;0,1;0,38;0,92;1,35;0,97;0,58;0,51;0,49;14,0;0,5;4,0;0,25;0,38
Mongolia Premier League;Mongolia;63,0;63,0;4,78;0,64;0,2;0,17;1,73;2,48;2,3;0,52;0,62;0,38;15,0;0,33;7,0;0,86;0,6
Uganda Cup;Uganda;63,0;63,0;2,32;0,65;0,1;0,22;0,82;1,27;1,05;0,55;0,27;0,73;15,0;0,2;6,0;0,17;0,18
Northern Ireland Championship;North Ireland;63,0;63,0;3,14;0,62;0,2;0,44;1,21;1,79;1,35;0,57;0,56;0,44;9,0;0,44;1,0;1,0;0,72
Japan Cup Women;Japan;63,0;62,0;2,7;0,63;0,11;0,32;1,0;1,51;1,19;0,56;0,49;0,51;23,0;0,61;10,0;0,4;0,5
Taiwan Premier League;Taiwan;63,0;63,0;2,97;0,6;0,13;0,3;1,19;1,63;1,33;0,55;0,51;0,49;14,0;0,64;8,0;0,5;0,57
Bulgaria Cup;Bulgaria;63,0;63,0;2,6;0,64;0,13;0,54;0,93;1,03;1,57;0,4;0,38;0,62;14,0;0,43;21,0;0,29;0,36
Sweden 2.div Norrland;Sweden;63,0;63,0;3,17;0,52;0,16;0,22;1,53;1,7;1,48;0,53;0,67;0,33;5,0;0,8;4,0;1,0;0,9
Scotland Highland League;Scotland;63,0;62,0;3,02;0,58;0,15;0,6;1,28;1,81;1,21;0,6;0,49;0,51;24,0;0,42;9,0;0,33;0,38
Vietnam U19 Championship;Vietnam;63,0;63,0;3,51;0,75;0,18;0,84;0,87;2,17;1,33;0,62;0,41;0,59;16,0;0,44;11,0;0,55;0,49
El Salvador Liga Feminina;El Salvador;63,0;63,0;4,4;0,59;0,19;0,59;1,8;2,49;1,9;0,57;0,6;0,4;23,0;0,61;16,0;0,38;0,49
Puerto Rico League;Puerto Rico;63,0;63,0;4,73;0,47;0,17;0,54;2,51;2,1;2,63;0,44;0,65;0,35;13,0;0,46;15,0;0,53;0,5
Liberia National League Women;Liberia;62,0;62,0;3,21;0,73;0,18;0,15;0,87;1,53;1,68;0,48;0,45;0,55;18,0;0,5;11,0;0,36;0,43
Albania Cup;Albania;62,0;62,0;2,26;0,74;0,13;0,58;0,59;1,42;0,84;0,63;0,42;0,58;23,0;0,52;1,0;0,0;0,26
Bolivia Liga Nacional U19;Bolivia;62,0;62,0;3,52;0,56;0,14;0,45;1,53;1,98;1,53;0,56;0,63;0,37;11,0;0,64;5,0;1,0;0,82
Copa do Brazil Women;Brazil;62,0;62,0;2,95;0,58;0,12;0,53;1,25;1,74;1,21;0,59;0,55;0,45;16,0;0,31;6,0;1,0;0,66
Copa Libertadores Women;International (South America);62,0;62,0;2,15;0,84;0,12;0,34;0,34;1,24;0,9;0,58;0,26;0,74;23,0;0,39;8,0;0,12;0,26
South Korea Women K League;South Korea;62,0;62,0;2,82;0,57;0,16;0,15;1,21;1,34;1,48;0,47;0,63;0,37;11,0;0,64;10,0;0,8;0,72
Ecuador Primera Women;Ecuador;62,0;62,0;3,52;0,71;0,15;0,87;1,01;2,19;1,32;0,62;0,48;0,52;20,0;0,5;18,0;0,33;0,42
Finland Ykkonen Women;Finland;62,0;62,0;3,52;0,6;0,17;0,71;1,39;2,11;1,4;0,6;0,55;0,45;14,0;0,5;8,0;0,62;0,56
Iceland League Cup B;Iceland;62,0;62,0;4,82;0,45;0,2;0,53;2,63;2,68;2,15;0,56;0,74;0,26;13,0;0,38;10,0;0,6;0,49
Peru Liga 3;Peru;62,0;62,0;2,66;0,69;0,12;0,63;0,83;1,65;1,02;0,62;0,5;0,5;7,0;0,86;0,0;0,0;0,43
Ghana Division 1;Ghana;62,0;62,0;2,32;0,61;0,12;0,45;0,91;1,39;0,94;0,6;0,4;0,6;9,0;0,78;1,0;0,0;0,39
Algeria Elite Championship Women;Algeria;62,0;62,0;3,23;0,73;0,17;1,06;0,86;2,15;1,08;0,66;0,34;0,66;25,0;0,4;15,0;0,47;0,43
Egypt Premier League Women;Egypt;61,0;61,0;3,66;0,63;0,19;0,61;1,34;2,13;1,52;0,58;0,51;0,49;16,0;0,56;13,0;0,31;0,44
Saudi Arabia Cup;Saudi Arabia;61,0;61,0;2,74;0,49;0,15;0,18;1,38;1,28;1,46;0,47;0,56;0,44;16,0;0,56;16,0;0,62;0,59
Denmark U19 League;Denmark;61,0;61,0;3,21;0,58;0,15;0,07;1,35;1,64;1,57;0,51;0,66;0,34;6,0;0,67;4,0;0,75;0,71
Oman Sultans Cup;Oman;61,0;60,0;2,03;0,78;0,13;0,03;0,45;1,03;1,0;0,51;0,34;0,66;8,0;0,25;4,0;0,5;0,38
Kosovo U21 League;Kosovo;61,0;61,0;4,56;0,49;0,17;0,66;2,32;2,61;1,95;0,57;0,75;0,25;12,0;0,67;4,0;1,0;0,83
Kenya League Women;Kenya;61,0;61,0;2,7;0,7;0,12;0,28;0,8;1,49;1,21;0,55;0,46;0,54;12,0;0,25;7,0;0,29;0,27
Brazil Paulista Women;Brazil;61,0;61,0;2,93;0,6;0,13;0,34;1,17;1,64;1,3;0,56;0,38;0,62;21,0;0,29;13,0;0,31;0,3
Nigeria League Women;Nigeria;61,0;61,0;2,57;0,69;0,14;0,64;0,79;1,61;0,97;0,62;0,44;0,56;11,0;0,27;3,0;0,67;0,47
Northern Ireland Championship Women;North Ireland;61,0;61,0;4,67;0,57;0,18;0,25;2,0;2,46;2,21;0,53;0,67;0,33;12,0;0,92;11,0;0,55;0,73
Brazil Campeonato Carioca B;Brazil;61,0;61,0;2,0;0,77;0,1;0,3;0,46;1,15;0,85;0,57;0,38;0,62;2,0;0,5;0,0;0,0;0,25
Australia Victoria State League 1;Australia;60,0;60,0;3,25;0,45;0,16;0,12;1,79;1,68;1,57;0,52;0,67;0,33;5,0;0,4;7,0;0,71;0,56
Iran Div 2;Iran;60,0;59,0;1,48;0,87;0,11;0,18;0,19;0,83;0,65;0,56;0,33;0,67;5,0;0,4;1,0;0,0;0,2
Coppa Italia Women;Italy;60,0;59,0;3,12;0,6;0,14;0,05;1,25;1,53;1,58;0,49;0,45;0,55;15,0;0,4;18,0;0,5;0,45
South America - World Cup Qualifying;International (South America);60,0;60,0;2,08;0,89;0,09;0,95;0,23;1,52;0,57;0,73;0,32;0,68;28,0;0,29;6,0;1,0;0,64
Vietnam Cup;Vietnam;60,0;60,0;2,5;0,66;0,14;0,17;0,85;1,33;1,17;0,53;0,52;0,48;16,0;0,44;3,0;0,33;0,39
Australia Capital Territory NPL2;Australia;60,0;60,0;3,92;0,53;0,15;0,55;1,85;2,23;1,68;0,57;0,65;0,35;19,0;0,58;3,0;1,0;0,79
Brazil Campeonato Carioca;Brazil;60,0;59,0;2,57;0,7;0,1;0,47;0,77;1,52;1,05;0,59;0,52;0,48;15,0;0,47;1,0;1,0;0,73
Brazil Serie A3 Women;Brazil;60,0;60,0;2,6;0,61;0,12;0,43;1,01;1,52;1,08;0,58;0,5;0,5;17,0;0,65;7,0;0,29;0,47
Australia Northern NSW Premier League Women;Australia;60,0;57,0;3,85;0,64;0,19;0,18;1,37;1,83;2,02;0,48;0,5;0,5;11,0;0,55;12,0;0,58;0,56
Uzbekistan 1st Division;Uzbekistan;60,0;60,0;2,67;0,54;0,15;0,33;1,23;1,5;1,17;0,56;0,52;0,48;6,0;0,17;1,0;1,0;0,58
Brazil Campeonato Mineiro;Brazil;59,0;59,0;2,32;0,79;0,09;0,12;0,5;1,1;1,22;0,47;0,51;0,49;11,0;0,55;6,0;0,83;0,69
Nicaragua Apertura;Nicaragua;59,0;59,0;3,03;0,59;0,14;0,69;1,25;1,86;1,17;0,61;0,47;0,53;19,0;0,42;5,0;0,6;0,51
Denmark Play-Offs Women;Denmark;59,0;57,0;3,08;0,67;0,14;0,51;1,02;1,8;1,29;0,58;0,56;0,44;12,0;0,5;9,0;0,44;0,47
Finland Ykkoscup;Finland;59,0;59,0;2,78;0,6;0,14;0,2;1,11;1,49;1,29;0,54;0,63;0,37;7,0;0,43;2,0;1,0;0,71
Iceland Pre-Season Cup;Iceland;59,0;59,0;4,63;0,43;0,22;0,56;2,65;2,59;2,03;0,56;0,78;0,22;17,0;0,82;11,0;0,91;0,87
Qatar League 2;Qatar;59,0;59,0;2,93;0,5;0,14;0,25;1,46;1,34;1,59;0,46;0,58;0,42;0,0;0,0;0,0;0,0;0,0
Fiji Cup;Fiji;59,0;59,0;2,59;0,79;0,2;0,69;0,54;1,64;0,95;0,63;0,39;0,61;8,0;0,25;2,0;1,0;0,62
Norway Youth Cup;Norway;58,0;58,0;4,62;0,47;0,2;0,21;2,45;2,41;2,21;0,52;0,69;0,31;14,0;0,5;12,0;0,83;0,67
Serbia Cup;Serbia;58,0;57,0;2,86;0,58;0,13;0,1;1,2;1,48;1,38;0,52;0,59;0,41;14,0;0,79;14,0;0,5;0,64
Costa Rica U19 League;Costa Rica;58,0;58,0;3,28;0,6;0,18;0,28;1,32;1,78;1,5;0,54;0,66;0,34;10,0;0,7;2,0;0,0;0,35
Brazil Campeonato Mineiro 2;Brazil;58,0;58,0;1,95;0,81;0,09;0,12;0,37;1,03;0,91;0,53;0,36;0,64;5,0;0,8;2,0;1,0;0,9
Vietnam Division 2;Vietnam;58,0;58,0;2,09;0,67;0,14;0,53;0,68;1,31;0,78;0,63;0,26;0,74;11,0;0,18;8,0;0,25;0,22
Peru Campeonato Nacional Women;Peru;58,0;58,0;3,24;0,68;0,14;0,59;1,05;1,91;1,33;0,59;0,47;0,53;23,0;0,35;12,0;0,42;0,38
Curacao League;Curacao;58,0;55,0;3,41;0,55;0,68;0,1;1,54;1,66;1,76;0,48;0,53;0,47;9,0;0,44;6,0;0,5;0,47
AFC Asian Cup Qualifiers;International (Asia);58,0;58,0;2,84;0,69;0,15;0,36;0,87;1,6;1,24;0,56;0,43;0,57;18,0;0,39;15,0;0,07;0,23
Czechia Div 2 Women;Czech Republic;57,0;57,0;4,0;0,52;0,17;0,6;1,94;2,3;1,7;0,57;0,65;0,35;14,0;0,71;7,0;0,86;0,79
Bhutan Premier League;Bhutan;57,0;57,0;4,26;0,73;0,12;0,19;1,15;2,23;2,04;0,52;0,58;0,42;17,0;0,47;16,0;0,5;0,49
Uruguay Torneo Intermedio;Uruguay;57,0;57,0;2,54;0,6;0,16;0,54;1,02;1,54;1,0;0,61;0,58;0,42;9,0;0,33;2,0;0,5;0,42
Bahrain U21 League;Bahrain;57,0;57,0;3,77;0,55;0,22;0,05;1,71;1,86;1,91;0,49;0,65;0,35;3,0;0,33;5,0;0,6;0,47
Niger Super League;Niger;57,0;57,0;1,95;0,77;0,11;0,47;0,45;1,21;0,74;0,62;0,35;0,65;15,0;0,53;0,0;0,0;0,27
UAE U19 League;UAE;57,0;57,0;4,21;0,55;0,2;0,25;1,89;2,23;1,98;0,53;0,63;0,37;8,0;0,62;10,0;0,3;0,46
Costa Rica Cup;Costa Rica;57,0;56,0;2,81;0,71;0,14;0,67;0,81;1,74;1,07;0,62;0,54;0,46;15,0;0,6;4,0;0,75;0,68
Faroe Islands Div 1;Faroe Islands;57,0;57,0;3,63;0,54;0,16;0,89;1,67;2,26;1,37;0,62;0,49;0,51;16,0;0,31;3,0;0,67;0,49
Italy Campionato Nazionale;Italy;56,0;56,0;3,5;0,51;0,15;0,96;1,7;2,23;1,27;0,64;0,5;0,5;11,0;0,45;2,0;0,5;0,48
Qatar Cup;Qatar;56,0;56,0;3,04;0,62;0,14;0,43;1,17;1,73;1,3;0,57;0,71;0,29;15,0;0,67;1,0;1,0;0,83
Estonia Meistriliiga Women;Estonia;56,0;56,0;4,32;0,55;0,14;0,07;1,92;2,2;2,12;0,51;0,68;0,32;16,0;0,56;10,0;0,6;0,58
Iran Cup;Iran;56,0;55,0;1,98;0,66;0,14;0,41;0,67;1,2;0,79;0,6;0,5;0,5;14,0;0,57;4,0;0,5;0,54
Austria Women League 2;Austria;56,0;56,0;3,54;0,61;0,16;0,18;1,36;1,86;1,68;0,53;0,41;0,59;10,0;0,5;7,0;0,14;0,32
Iceland 2 Deild;Iceland;56,0;56,0;3,62;0,5;0,14;0,45;1,81;2,04;1,59;0,56;0,73;0,27;9,0;1,0;0,0;0,0;0,5
Taiwan Mulan League Women;Taiwan;56,0;56,0;3,29;0,53;0,15;0,46;1,53;1,88;1,41;0,57;0,46;0,54;21,0;0,38;11,0;0,45;0,42
Argentina Copa Santa Fe;Argentina;56,0;56,0;2,25;0,68;0,1;0,07;0,71;1,16;1,09;0,52;0,46;0,54;7,0;0,57;2,0;0,5;0,54
Australia Friendlies;Australia;56,0;56,0;3,68;0,56;0,15;0,04;1,63;1,86;1,82;0,5;0,52;0,48;6,0;0,5;4,0;0,25;0,38
New Zealand Football Championship;New Zealand;56,0;56,0;3,41;0,54;0,15;0,52;1,56;1,96;1,45;0,58;0,59;0,41;5,0;0,2;2,0;1,0;0,6
Kuwait Division 1;Kuwait;56,0;56,0;3,02;0,59;0,13;0,02;1,24;1,5;1,52;0,5;0,54;0,46;9,0;0,67;5,0;0,2;0,43
Morocco Cup;Morocco;55,0;55,0;2,56;0,58;0,13;0,05;1,09;1,31;1,25;0,51;0,47;0,53;15,0;0,53;8,0;0,38;0,45
India I-League;India;55,0;55,0;2,98;0,63;0,13;0,58;1,1;1,78;1,2;0,6;0,58;0,42;2,0;1,0;1,0;0,0;0,5
Nepal National League;Nepal;55,0;55,0;2,49;0,76;0,12;0,13;0,59;1,31;1,18;0,53;0,47;0,53;12,0;0,75;4,0;0,0;0,38
Australia WA Premier League Women;Australia;55,0;55,0;4,11;0,6;0,19;0,51;1,64;2,31;1,8;0,56;0,56;0,44;16,0;0,56;9,0;0,33;0,45
Australia Championship;Australia;55,0;55,0;3,22;0,58;0,15;0,6;1,37;1,91;1,31;0,59;0,58;0,42;15,0;0,6;6,0;0,83;0,72
Brazil Copa Santa Catarina;Brazil;55,0;55,0;2,8;0,6;0,13;0,25;1,12;1,53;1,27;0,55;0,49;0,51;8,0;0,5;2,0;1,0;0,75
North Macedonia Second League;North Macedonia;55,0;55,0;2,67;0,8;0,13;1,07;0,55;1,87;0,8;0,7;0,36;0,64;27,0;0,44;6,0;0,5;0,47
India Delhi Senior Division;India;55,0;55,0;3,2;0,57;0,15;0,4;1,37;1,4;1,8;0,44;0,49;0,51;10,0;0,8;9,0;0,44;0,62
Iceland 5 Deild;Iceland;54,0;54,0;5,0;0,43;0,16;0,04;2,86;2,52;2,48;0,5;0,72;0,28;6,0;0,5;5,0;1,0;0,75
CONCACAF Caribbean Cup;International (Caribbean);54,0;54,0;2,63;0,6;0,14;0,22;1,06;1,43;1,2;0,54;0,54;0,46;8,0;0,75;0,0;0,0;0,38
Oman Federation Cup;Oman;54,0;54,0;2,5;0,71;0,13;0,13;0,72;1,31;1,19;0,53;0,54;0,46;7,0;0,71;2,0;0,5;0,61
UEFA Champions League Women;International (Europe);54,0;54,0;3,46;0,55;0,13;0,28;1,54;1,87;1,59;0,54;0,52;0,48;22,0;0,5;12,0;0,75;0,62
Ukraine Cup;Ukraine;53,0;53,0;2,47;0,72;0,16;0,06;0,69;1,26;1,21;0,51;0,43;0,57;12,0;0,42;16,0;0,62;0,52
India Durand Cup;India;53,0;53,0;3,3;0,54;0,16;0,85;1,53;2,08;1,23;0,63;0,58;0,42;16,0;0,69;5,0;0,8;0,74
Bangladesh Federation Cup;Bangladesh;53,0;53,0;2,94;0,63;0,18;0,0;1,08;1,47;1,47;0,5;0,43;0,57;16,0;0,44;9,0;0,44;0,44
Brazil Campeonato Capixaba;Brazil;53,0;53,0;2,08;0,68;0,12;0,0;0,66;1,04;1,04;0,5;0,4;0,6;14,0;0,29;2,0;1,0;0,64
El Salvador Apertura;El Salvador;53,0;52,0;2,81;0,68;0,15;0,02;0,89;1,42;1,4;0,5;0,53;0,47;7,0;0,57;0,0;0,0;0,29
Mozambique Mocambola;Mozambique;53,0;53,0;2,23;0,85;0,11;0,34;0,34;1,28;0,94;0,58;0,47;0,53;12,0;0,42;0,0;0,0;0,21
Brazil Campeonato Paranaense;Brazil;53,0;53,0;2,42;0,68;0,11;0,19;0,77;1,3;1,11;0,54;0,45;0,55;14,0;0,57;4,0;0,75;0,66
AFC Asian Cup;International (Asia);52,0;52,0;2,58;0,61;0,1;0,12;1,0;1,35;1,23;0,52;0,54;0,46;18,0;0,67;13,0;0,46;0,56
Scotland Women Premier League 2;Scotland;52,0;52,0;3,5;0,65;0,17;0,12;1,21;1,69;1,81;0,48;0,42;0,58;15,0;0,2;8,0;0,62;0,41
Senegal Ligue 2;Senegal;52,0;52,0;1,42;0,94;0,07;0,23;0,09;0,83;0,6;0,58;0,35;0,65;2,0;0,5;0,0;0,0;0,25
U20 International;International (World);52,0;49,0;2,21;0,77;0,12;0,13;0,5;1,17;1,04;0,53;0,42;0,58;8,0;0,62;3,0;0,33;0,48
Brazil Campeonato Goiano U20;Brazil;52,0;52,0;2,44;0,69;0,1;0,06;0,75;1,25;1,19;0,51;0,42;0,58;5,0;0,2;2,0;1,0;0,6
Bolivia Liga Femenina;Bolivia;52,0;52,0;3,94;0,65;0,16;0,4;1,4;2,17;1,77;0,55;0,6;0,4;14,0;0,5;7,0;0,71;0,61
UEFA Champions League Qualifying Women;International (Europe);51,0;51,0;3,43;0,57;0,15;0,76;1,46;2,1;1,33;0,61;0,41;0,59;23,0;0,48;7,0;0,57;0,52
Brazil Campeonato Paraibano;Brazil;51,0;51,0;2,35;0,64;0,12;0,35;0,86;1,35;1,0;0,57;0,47;0,53;13,0;0,46;2,0;0,5;0,48
Republic of Ireland Leinster Senior Cup;Ireland;51,0;51,0;3,49;0,49;0,16;0,59;1,77;2,04;1,45;0,58;0,51;0,49;13,0;0,54;8,0;0,88;0,71
Serbia League Women;Serbia;51,0;51,0;3,14;0,77;0,14;0,08;0,73;1,53;1,61;0,49;0,39;0,61;17,0;0,53;11,0;0,27;0,4
UEFA Women's Europa Cup Qualifying;International (Europe);50,0;50,0;3,04;0,64;0,15;0,88;1,09;1,96;1,08;0,64;0,38;0,62;18,0;0,22;9,0;0,22;0,22
Brazil Campeonato U20 Women;Brazil;50,0;50,0;3,22;0,58;0,13;0,54;1,35;1,88;1,34;0,58;0,3;0,7;14,0;0,36;14,0;0,21;0,29
New Zealand Cup;New Zealand;50,0;50,0;4,02;0,46;0,19;0,66;2,17;2,34;1,68;0,58;0,7;0,3;13,0;0,62;6,0;0,5;0,56
Finland Kakkonen Women;Finland;50,0;49,0;3,78;0,51;0,22;0,3;1,85;2,04;1,74;0,54;0,54;0,46;9,0;0,56;3,0;0,0;0,28
Guatemala Liga Nacional Women;Guatemala;50,0;50,0;3,4;0,66;0,18;0,04;1,15;1,72;1,68;0,51;0,46;0,54;14,0;0,5;5,0;0,0;0,25
India Mizoram Premier League;India;50,0;50,0;3,26;0,53;0,13;0,02;1,52;1,62;1,64;0,5;0,56;0,44;13,0;0,31;8,0;0,5;0,4
AFC Champions League Women;International (Asia);50,0;50,0;3,5;0,75;0,16;0,46;0,86;1,98;1,52;0,57;0,28;0,72;23,0;0,26;12,0;0,33;0,3
FIFA U20 World Cup;International (World);50,0;50,0;2,72;0,65;0,12;0,44;0,95;1,58;1,14;0,58;0,56;0,44;15,0;0,67;6,0;0,67;0,67
Gambia FF Cup;Gambia;50,0;50,0;1,76;0,84;0,09;0,0;0,28;0,88;0,88;0,5;0,42;0,58;10,0;0,8;1,0;1,0;0,9
Belgium Second Amateur Division ACFF;Belgium;49,0;49,0;2,84;0,58;0,12;0,1;1,2;1,37;1,47;0,48;0,57;0,43;0,0;0,0;2,0;1,0;0,5
Australia Capital Territory Premier League Women;Australia;49,0;49,0;3,96;0,57;0,18;0,49;1,7;2,22;1,73;0,56;0,43;0,57;10,0;0,2;7,0;0,29;0,24
