League;country;qtd_jogos;qtd_stats_true;media_goals_total_ft;cv_goals_total;goal_asymmetry;open_game_index;media_goals_home_ft;media_goals_away_ft;home_bias;freq_btts;freq_no_goal;qtd_zebra_away;freq_zebra_away_score;qtd_zebra_home;freq_zebra_home_score;zebra_index
Republic of Ireland First Division;Ireland;59,0;59,0;2,36;0,57;0,39;1,01;1,37;0,98;0,58;0,54;0,46;5,0;0,8;1,0;0,0;0,4
Denmark Play-Offs Women;Denmark;59,0;57,0;3,08;0,67;0,51;1,02;1,8;1,29;0,58;0,56;0,44;12,0;0,5;9,0;0,44;0,47
China Division 2;China;59,0;59,0;2,39;0,67;0,08;0,78;1,24;1,15;0,52;0,54;0,46;9,0;0,44;0,0;0,0;0,22
Spain Tercera Group 17;Spain;59,0;59,0;2,25;0,68;0,22;0,73;1,02;1,24;0,45;0,41;0,59;8,0;0,38;3,0;0,67;0,52
AFC Asian Cup Qualifiers;International (Asia);58,0;58,0;2,84;0,69;0,36;0,87;1,6;1,24;0,56;0,43;0,57;18,0;0,39;15,0;0,07;0,23
Norway Youth Cup;Norway;58,0;58,0;4,62;0,47;0,21;2,45;2,41;2,21;0,52;0,69;0,31;14,0;0,5;12,0;0,83;0,67
Coppa Italia Women;Italy;58,0;57,0;3,16;0,6;0,02;1,27;1,57;1,59;0,5;0,45;0,55;15,0;0,4;18,0;0,5;0,45
England Isthmian Division One South;England;58,0;58,0;2,9;0,63;0,31;1,06;1,6;1,29;0,55;0,57;0,43;5,0;1,0;1,0;1,0;1,0
Japan Regional League;Japan;58,0;58,0;2,9;0,83;0,03;0,5;1,43;1,47;0,49;0,36;0,64;8,0;0,38;6,0;0,17;0,27
UAE Youth League;UAE;58,0;58,0;3,67;0,53;0,29;1,73;1,98;1,69;0,54;0,6;0,4;19,0;0,74;11,0;0,45;0,6
Liberia National League Women;Liberia;58,0;58,0;3,33;0,71;0,12;0,97;1,6;1,72;0,48;0,45;0,55;18,0;0,5;10,0;0,4;0,45
Liberia First Division;Liberia;58,0;58,0;2,69;0,72;0,14;0,75;1,41;1,28;0,53;0,53;0,47;8,0;0,62;3,0;1,0;0,81
Hungary NBI Women;Hungary;58,0;58,0;3,84;0,61;0,36;1,49;1,74;2,1;0,45;0,45;0,55;12,0;0,42;23,0;0,43;0,43
Namibia Premier League;Namibia;57,0;52,0;2,18;0,88;0,14;0,27;1,16;1,02;0,53;0,4;0,6;4,0;0,5;2,0;0,5;0,5
Mauritania Division 2;Mauritania;57,0;57,0;2,3;0,62;0,12;0,87;1,09;1,21;0,47;0,51;0,49;8,0;0,75;0,0;0,0;0,38
Panama Liga de Futbol Nacional;Panama;57,0;57,0;3,39;0,54;0,09;1,56;1,74;1,65;0,51;0,6;0,4;3,0;0,67;2,0;1,0;0,83
Curacao League;Curacao;57,0;54,0;3,44;0,55;0,07;1,56;1,68;1,75;0,49;0,54;0,46;9,0;0,44;5,0;0,6;0,52
Costa Rica Cup;Costa Rica;57,0;56,0;2,81;0,71;0,67;0,81;1,74;1,07;0,62;0,54;0,46;15,0;0,6;4,0;0,75;0,68
Qatar Cup;Qatar;56,0;56,0;3,04;0,62;0,43;1,17;1,73;1,3;0,57;0,71;0,29;15,0;0,67;1,0;1,0;0,83
Copa do Brazil Women;Brazil;56,0;56,0;2,96;0,55;0,61;1,32;1,79;1,18;0,6;0,54;0,46;15,0;0,33;4,0;1,0;0,67
Lithuania A Lyga;Lithuania;56,0;56,0;2,55;0,67;0,52;0,85;1,54;1,02;0,6;0,48;0,52;13,0;0,38;4,0;0,25;0,32
South Korea K4 League;South Korea;56,0;56,0;2,8;0,82;0,34;0,5;1,23;1,57;0,44;0,45;0,55;4,0;0,5;2,0;1,0;0,75
Kenya League Women;Kenya;56,0;56,0;2,57;0,73;0,04;0,69;1,3;1,27;0,51;0,46;0,54;9,0;0,33;7,0;0,29;0,31
Iran Cup;Iran;56,0;55,0;1,98;0,66;0,41;0,67;1,2;0,79;0,6;0,5;0,5;14,0;0,57;4,0;0,5;0,54
Argentina Copa Santa Fe;Argentina;56,0;56,0;2,25;0,68;0,07;0,71;1,16;1,09;0,52;0,46;0,54;7,0;0,57;2,0;0,5;0,54
Singapore Premier League 2;Singapore;56,0;56,0;3,57;0,51;0,0;1,74;1,79;1,79;0,5;0,66;0,34;10,0;0,8;6,0;0,67;0,73
Botswana Premier League;Botswana;56,0;56,0;2,11;0,76;0,25;0,52;1,18;0,93;0,56;0,38;0,62;15,0;0,33;5,0;0,4;0,37
Türkiye Womens League;Turkey;55,0;55,0;3,6;0,73;0,62;0,96;2,11;1,49;0,59;0,42;0,58;22,0;0,27;17,0;0,53;0,4
Australia New South Wales NPL Women;Australia;55,0;55,0;3,36;0,58;0,24;1,43;1,8;1,56;0,54;0,56;0,44;10,0;0,5;5,0;0,4;0,45
Australia Friendlies;Australia;55,0;55,0;3,58;0,54;0,2;1,65;1,89;1,69;0,53;0,53;0,47;6,0;0,5;3,0;0,33;0,42
Latvia Virsliga;Latvia;55,0;55,0;2,89;0,58;0,24;1,22;1,33;1,56;0,46;0,64;0,36;8,0;0,62;11,0;0,64;0,63
Brazil Copa Santa Catarina;Brazil;55,0;55,0;2,8;0,6;0,25;1,12;1,53;1,27;0,55;0,49;0,51;8,0;0,5;2,0;1,0;0,75
Kazakhstan Premier League;Kazakhstan;55,0;55,0;2,22;0,62;0,44;0,85;1,33;0,89;0,6;0,55;0,45;6,0;0,83;2,0;0,0;0,42
Morocco Cup;Morocco;55,0;55,0;2,56;0,58;0,05;1,09;1,31;1,25;0,51;0,47;0,53;15,0;0,53;8,0;0,38;0,45
CONCACAF Caribbean Cup;International (Caribbean);54,0;54,0;2,63;0,6;0,22;1,06;1,43;1,2;0,54;0,54;0,46;8,0;0,75;0,0;0,0;0,38
Estonia Meistriliiga;Estonia;54,0;54,0;3,3;0,52;0,89;1,58;2,09;1,2;0,63;0,57;0,43;15,0;0,47;10,0;0,5;0,48
Oman Federation Cup;Oman;54,0;54,0;2,5;0,71;0,13;0,72;1,31;1,19;0,53;0,54;0,46;7,0;0,71;2,0;0,5;0,61
Liberia Second Division;Liberia;54,0;54,0;3,22;0,51;0,19;1,59;1,7;1,52;0,53;0,65;0,35;4,0;1,0;0,0;0,0;0,5
UEFA Champions League Women;International (Europe);54,0;54,0;3,46;0,55;0,28;1,54;1,87;1,59;0,54;0,52;0,48;22,0;0,5;12,0;0,75;0,62
Bangladesh Federation Cup;Bangladesh;53,0;53,0;2,94;0,63;0,0;1,08;1,47;1,47;0,5;0,43;0,57;16,0;0,44;9,0;0,44;0,44
India Durand Cup;India;53,0;53,0;3,3;0,54;0,85;1,53;2,08;1,23;0,63;0,58;0,42;16,0;0,69;5,0;0,8;0,74
Japan J3-League;Japan;53,0;53,0;2,81;0,6;0,17;1,11;1,49;1,32;0,53;0,58;0,42;5,0;0,6;1,0;0,0;0,3
Barbados Premier League;Barbados;53,0;53,0;3,11;0,65;0,32;1,09;1,72;1,4;0,55;0,57;0,43;11,0;0,73;7,0;0,71;0,72
Italy Campionato Primavera 4;Italy;53,0;53,0;3,36;0,57;0,34;1,44;1,85;1,51;0,55;0,6;0,4;11,0;0,73;1,0;1,0;0,86
Brazil Campeonato Capixaba;Brazil;53,0;53,0;2,08;0,68;0,0;0,66;1,04;1,04;0,5;0,4;0,6;14,0;0,29;2,0;1,0;0,64
Argentina Reserve League;Argentina;53,0;53,0;2,72;0,86;0,53;0,39;1,62;1,09;0,6;0,42;0,58;5,0;0,6;2,0;0,5;0,55
Ukraine Cup;Ukraine;53,0;53,0;2,47;0,72;0,06;0,69;1,26;1,21;0,51;0,43;0,57;12,0;0,42;16,0;0,62;0,52
Georgia First League;Georgia;53,0;53,0;2,58;0,62;0,62;0,99;1,6;0,98;0,62;0,58;0,42;2,0;0,5;0,0;0,0;0,25
Australia NPL Queensland;Australia;52,0;52,0;3,79;0,44;0,1;2,1;1,85;1,94;0,49;0,62;0,38;8,0;0,5;1,0;1,0;0,75
Northern Ireland Reserve League;Northern Ireland;52,0;52,0;4,23;0,47;1,19;2,23;2,71;1,52;0,64;0,65;0,35;11,0;0,55;0,0;0,0;0,27
Australia NSW League 1 U20;Australia;52,0;52,0;3,67;0,5;0,21;1,82;1,73;1,94;0,47;0,6;0,4;4,0;0,75;0,0;0,0;0,38
Brazil Campeonato Paranaense;Brazil;52,0;52,0;2,46;0,66;0,19;0,84;1,33;1,13;0,54;0,46;0,54;14,0;0,57;4,0;0,75;0,66
AFC Asian Cup;International (Asia);52,0;52,0;2,58;0,61;0,12;1,0;1,35;1,23;0,52;0,54;0,46;18,0;0,67;13,0;0,46;0,56
Aruba Division Di Honor;Aruba;51,0;51,0;4,49;0,5;0,1;2,22;2,29;2,2;0,51;0,84;0,16;12,0;1,0;3,0;1,0;1,0
Australia Northern NSW Premier League;Australia;51,0;51,0;3,65;0,5;0,24;1,84;1,71;1,94;0,47;0,67;0,33;6,0;0,67;1,0;1,0;0,83
UEFA Champions League Qualifying Women;International (Europe);51,0;51,0;3,43;0,57;0,76;1,46;2,1;1,33;0,61;0,41;0,59;23,0;0,48;7,0;0,57;0,52
Australia Queensland Premier League;Australia;51,0;51,0;3,18;0,53;0,24;1,51;1,71;1,47;0,54;0,65;0,35;1,0;0,0;1,0;0,0;0,0
Brazil Campeonato Paraibano;Brazil;51,0;51,0;2,35;0,64;0,35;0,86;1,35;1,0;0,57;0,47;0,53;13,0;0,46;2,0;0,5;0,48
Republic of Ireland Leinster Senior Cup;Ireland;51,0;51,0;3,49;0,49;0,59;1,77;2,04;1,45;0,58;0,51;0,49;13,0;0,54;8,0;0,88;0,71
USA USL League One;USA;51,0;51,0;2,63;0,62;0,63;0,99;1,63;1,0;0,62;0,57;0,43;0,0;0,0;0,0;0,0;0,0
Bahrain U21 League;Bahrain;50,0;50,0;3,6;0,54;0,12;1,66;1,74;1,86;0,48;0,62;0,38;2,0;0,0;5,0;0,6;0,3
AFC Champions League Women;International (Asia);50,0;50,0;3,5;0,75;0,46;0,86;1,98;1,52;0,57;0,28;0,72;23,0;0,26;12,0;0,33;0,3
Gambia FF Cup;Gambia;50,0;50,0;1,76;0,84;0,0;0,28;0,88;0,88;0,5;0,42;0,58;10,0;0,8;1,0;1,0;0,9
Slovakia Youth League;Slovakia;50,0;50,0;3,2;0,61;0,88;1,24;2,04;1,16;0,64;0,5;0,5;5,0;0,4;3,0;0,67;0,53
FIFA U20 World Cup;International (World);50,0;50,0;2,72;0,65;0,44;0,95;1,58;1,14;0,58;0,56;0,44;15,0;0,67;6,0;0,67;0,67
Singapore Premier League;Singapore;50,0;50,0;3,74;0,49;0,02;1,92;1,88;1,86;0,5;0,52;0,48;18,0;0,67;14,0;0,21;0,44
Australia NPL Victoria U23;Australia;50,0;50,0;4,04;0,52;0,12;1,92;1,96;2,08;0,49;0,62;0,38;4,0;0,5;0,0;0,0;0,25
UEFA Women's Europa Cup Qualifying;International (Europe);50,0;50,0;3,04;0,64;0,88;1,09;1,96;1,08;0,64;0,38;0,62;18,0;0,22;9,0;0,22;0,22
New Zealand Cup;New Zealand;50,0;50,0;4,02;0,46;0,66;2,17;2,34;1,68;0,58;0,7;0,3;13,0;0,62;6,0;0,5;0,56
England Isthmian Division One North;England;50,0;50,0;2,54;0,56;0,5;1,12;1,52;1,02;0,6;0,44;0,56;2,0;0,0;3,0;0,67;0,33
Egypt Premier League Women;Egypt;50,0;50,0;3,92;0,58;0,6;1,64;2,26;1,66;0,58;0,56;0,44;13,0;0,54;10,0;0,3;0,42
Brazil Campeonato Sergipano;Brazil;49,0;48,0;2,04;0,69;0,08;0,63;1,06;0,98;0,52;0,45;0,55;15,0;0,33;4,0;0,25;0,29
Estonia Cup;Estonia;49,0;49,0;3,33;0,53;0,39;1,55;1,86;1,47;0,56;0,47;0,53;18,0;0,33;10,0;0,6;0,47
Brazil Campeonato Brasiliense;Brazil;49,0;49,0;2,59;0,71;0,18;0,76;1,2;1,39;0,46;0,39;0,61;16,0;0,5;8,0;0,12;0,31
Armenia Premier League;Armenia;49,0;49,0;2,49;0,56;0,24;1,1;1,37;1,12;0,55;0,43;0,57;11,0;0,18;9,0;0,33;0,26
Bahrain Kings Cup;Bahrain;49,0;49,0;3,31;0,59;0,37;1,36;1,84;1,47;0,56;0,57;0,43;9,0;0,44;8,0;0,75;0,6
Kosovo Cup;Kosovo;49,0;49,0;2,27;0,7;0,22;0,69;1,24;1,02;0,55;0,33;0,67;12,0;0,5;3,0;0,0;0,25
Lithuania 1 Lyga;Lithuania;49,0;49,0;2,98;0,48;0,33;1,56;1,65;1,33;0,55;0,49;0,51;10,0;0,7;3,0;0,33;0,52
Austria Regionalliga Mitte;Austria;49,0;49,0;3,29;0,65;0,55;1,15;1,92;1,37;0,58;0,51;0,49;9,0;0,33;4,0;0,5;0,42
FIFA U20 World Cup Women;International (World);49,0;49,0;3,1;0,72;0,73;0,88;1,92;1,18;0,62;0,41;0,59;19,0;0,58;9,0;0,33;0,46
Hungary U19 1st Division;Hungary;49,0;49,0;3,65;0,55;0,1;1,66;1,78;1,88;0,49;0,49;0,51;7,0;0,43;3,0;0,33;0,38
Qatar U19 League;Qatar;48,0;48,0;2,71;0,55;0,12;1,22;1,29;1,42;0,48;0,54;0,46;6,0;0,83;4,0;0,75;0,79
Nepal National League;Nepal;48,0;48,0;2,44;0,78;0,15;0,55;1,29;1,15;0,53;0,46;0,54;10,0;0,7;2,0;0,0;0,35
Nigeria National League;Nigeria;48,0;48,0;2,19;0,64;0,73;0,78;1,46;0,73;0,67;0,42;0,58;19,0;0,47;0,0;0,0;0,24
Italy Serie B Women;Italy;48,0;48,0;3,02;0,49;0,19;1,54;1,42;1,6;0,47;0,71;0,29;9,0;0,89;5,0;0,6;0,74
Brazil Campeonato Baiano;Brazil;48,0;48,0;2,56;0,73;0,56;0,7;1,56;1,0;0,61;0,54;0,46;10,0;0,5;1,0;1,0;0,75
AFC U20 Asian Cup Qualification;International (Asia);48,0;48,0;3,69;0,73;0,35;1,0;2,02;1,67;0,55;0,35;0,65;16,0;0,25;16,0;0,44;0,34
Australia Queensland PL U23;Australia;48,0;48,0;3,6;0,53;0,1;1,71;1,85;1,75;0,51;0,58;0,42;4,0;0,5;2,0;0,0;0,25
Australia Western Australia Premier League;Australia;48,0;48,0;3,48;0,68;0,23;1,13;1,85;1,62;0,53;0,69;0,31;2,0;0,0;1,0;1,0;0,5
Australia Victoria Premier League 2;Australia;47,0;47,0;3,23;0,58;0,34;1,37;1,45;1,79;0,45;0,68;0,32;0,0;0,0;0,0;0,0;0,0
Belgium Second Amateur Division ACFF;Belgium;47,0;47,0;2,81;0,59;0,09;1,15;1,36;1,45;0,48;0,55;0,45;0,0;0,0;2,0;1,0;0,5
Iran Div 2;Iran;47,0;47,0;1,38;0,86;0,36;0,19;0,87;0,51;0,63;0,32;0,68;4,0;0,25;1,0;0,0;0,12
Uzbekistan Cup;Uzbekistan;47,0;47,0;2,62;0,73;0,28;0,7;1,45;1,17;0,55;0,53;0,47;10,0;0,8;1,0;1,0;0,9
India Mumbai Elite League;India;47,0;47,0;3,26;0,51;0,49;1,58;1,38;1,87;0,42;0,51;0,49;10,0;0,6;7,0;0,57;0,59
Australia New South Wales League 2;Australia;47,0;47,0;3,66;0,59;0,72;1,51;2,19;1,47;0,6;0,57;0,43;1,0;0,0;1,0;1,0;0,5
Hong Kong Sapling Cup;Hong Kong;47,0;47,0;3,23;0,5;0,0;1,6;1,62;1,62;0,5;0,57;0,43;13,0;0,54;11,0;0,82;0,68
AFC Asian Cup U23 Qualifying;International (Asia);47,0;47,0;3,36;0,74;0,43;0,87;1,47;1,89;0,44;0,36;0,64;14,0;0,36;1,0;0,0;0,18
Jordan Cup;Jordan;47,0;47,0;3,09;0,85;0,83;0,46;1,96;1,13;0,63;0,4;0,6;15,0;0,4;12,0;0,25;0,32
Paraguay Tercera Division;Paraguay;46,0;46,0;3,17;0,48;0,13;1,63;1,65;1,52;0,52;0,76;0,24;5,0;0,8;2,0;1,0;0,9
Austria Regionalliga West;Austria;46,0;46,0;3,39;0,54;0,35;1,57;1,87;1,52;0,55;0,57;0,43;8,0;0,5;2,0;0,5;0,5
Nigeria League Women;Nigeria;46,0;46,0;2,76;0,68;0,67;0,9;1,72;1,04;0,62;0,41;0,59;8,0;0,0;3,0;0,67;0,33
Japan Women Empowerment League;Japan;46,0;46,0;2,76;0,52;0,28;1,33;1,52;1,24;0,55;0,46;0,54;11,0;0,55;5,0;0,6;0,57
India I-League;India;46,0;46,0;2,96;0,67;0,39;0,98;1,67;1,28;0,57;0,63;0,37;2,0;1,0;1,0;0,0;0,5
Senegal Ligue 2;Senegal;45,0;45,0;1,31;1,0;0,16;-0,0;0,73;0,58;0,56;0,31;0,69;2,0;0,5;0,0;0,0;0,25
Bangladesh Premier League;Bangladesh;45,0;45,0;2,62;0,6;0,31;1,05;1,47;1,16;0,56;0,49;0,51;9,0;0,33;4,0;0,25;0,29
Niger Super League;Niger;44,0;44,0;2,09;0,75;0,59;0,52;1,34;0,75;0,64;0,34;0,66;10,0;0,5;0,0;0,0;0,25
Poland Ekstraliga Women;Poland;44,0;44,0;3,36;0,58;0,14;1,41;1,61;1,75;0,48;0,45;0,55;11,0;0,45;11,0;0,64;0,55
Panama First Division Women;Panama;44,0;44,0;3,77;0,69;0,77;1,17;2,27;1,5;0,6;0,52;0,48;10,0;0,4;6,0;0,67;0,53
Brazil Campeonato Goiano U20;Brazil;44,0;44,0;2,52;0,69;0,25;0,79;1,39;1,14;0,55;0,41;0,59;5,0;0,2;2,0;1,0;0,6
Jordan Reserve League;Jordan;44,0;44,0;3,48;0,49;0,07;1,77;1,77;1,7;0,51;0,66;0,34;9,0;0,44;8,0;0,75;0,6
Taiwan Premier League;Taiwan;44,0;44,0;2,84;0,59;0,57;1,16;1,7;1,14;0,6;0,48;0,52;11,0;0,64;2,0;0,5;0,57
Argentina Championship Women;Argentina;44,0;44,0;2,09;0,86;0,55;0,3;1,32;0,77;0,63;0,34;0,66;12,0;0,42;2,0;0,0;0,21
Taiwan Mulan League Women;Taiwan;44,0;44,0;3,16;0,55;0,61;1,43;1,89;1,27;0,6;0,43;0,57;18,0;0,44;8,0;0,38;0,41
Uruguay Segunda;Uruguay;44,0;44,0;2,23;0,67;0,14;0,74;1,18;1,05;0,53;0,57;0,43;0,0;0,0;0,0;0,0;0,0
Norway Division 1;Norway;44,0;44,0;3,25;0,52;0,16;1,56;1,7;1,55;0,52;0,55;0,45;4,0;0,5;2,0;0,0;0,25
COSAFA Cup;International (Africa);44,0;44,0;2,07;0,82;0,3;0,36;1,18;0,89;0,57;0,36;0,64;13,0;0,46;1,0;0,0;0,23
